transcription,file_name
zau syun keoi dei zoi leng zai daan ban sing gam caa,common_voice_yue_31804546
nei go mou fan kei,common_voice_yue_31804548
daan jau si nei dou jiu jung hung paai gon keoi ceot coeng,common_voice_yue_31804555
ngo gam nin ge saang jat ji ging gau can zoi naan ga laa bei gin hou si ngo jyu haa,common_voice_yue_31804556
ngo m gei dak tung si hing nei gong gwo ngo m sik juk,common_voice_yue_31804557
ngo soeng leon taan tai tai zau dak laa,common_voice_yue_31804558
ngo deoi nei ge gam gok dou hai zan,common_voice_yue_31804559
jiu sung lai mat aa maa,common_voice_yue_31804560
so ji ngo dong keoi hai ngo ngau zoeng,common_voice_yue_31804562
san ge baan bun jau mat je gang san zo,common_voice_yue_31804563
keoi zau heoi bin aa,common_voice_yue_31804564
hoi sam gwo mui jat jat,common_voice_yue_31804566
hai zik cing m ho ji jung,common_voice_yue_31804568
dim aa nei hou gui gam je sin faan gwai,common_voice_yue_31804570
jin hau si gaan noi zo go go jan dou wui bin dak jyut lei jyut nau kuk,common_voice_yue_31804571
faan zing ngo gong lok jyu zau wui lok jyu,common_voice_yue_31804573
ho ji zik zip jan dou zou ci,common_voice_yue_31804575
nei di hai mat je,common_voice_yue_31804576
keoi jau mat je gan geoi nei jau jau mat je gan geoi,common_voice_yue_31804577
nei tou hai m hai,common_voice_yue_31804578
jat hoi ci ngo dou mou si keoi daan keoi jau sei ngaau m fong,common_voice_yue_31804596
m zi daai luk gong ge se tyun hoeng gong dim gong ne,common_voice_yue_31804598
zi cin tai jam joeng daai zin gei ge jyut jyu pui jam gok dak gei m co,common_voice_yue_31804605
m sik laa,common_voice_yue_31804607
hou faai cung kai jat daai jat lou,common_voice_yue_31804608
gwong zau waa mou ni go biu daat me,common_voice_yue_31804609
ting m teng dou aa neoi ting m teng dou ze,common_voice_yue_31804610
jau mat je m tung ge,common_voice_yue_31804611
ji gaa tai lok keoi hou ci m do suk,common_voice_yue_31804612
jau mou jan ho ji waa bei ngo zi,common_voice_yue_31804613
jau sam hok dong jin sik,common_voice_yue_31804614
jat hai ci loeng jat sin,common_voice_yue_31804620
keoi dei mong gei zo gwok ngoi si coeng,common_voice_yue_31804624
keoi lei zau luk wui ji hoi ci si gaan zung jau sap ji go zung,common_voice_yue_31804630
jau mou teng gwo nei go ci,common_voice_yue_31804631
me loi ga,common_voice_yue_31804632
daan gai ngo waa ne ngo dei m sai jiu daai fu daai gwai,common_voice_yue_31804633
li pou zan hai daai zing gu,common_voice_yue_31804634
seoi jin ngo ging daan jyu gwo man ngo soeng m soeng cim seoi ngo heoi aa,common_voice_yue_31804636
fau zak ceot zo zoi goi zau hou maa faan,common_voice_yue_31804637
tung hok haau gong mat,common_voice_yue_31804639
dou ji gaa ne jat bou hai m hai dang zau dak ga laa,common_voice_yue_31804650
jat cai ji ngo ge faat jam wai zeon,common_voice_yue_31804651
dim zi ngo zyu jyun zi hau ging soeng faan heoi jat go jan zyu,common_voice_yue_31804652
ngaam m ngaam aa,common_voice_yue_31804653
dang ngo se dai keoi sin,common_voice_yue_31804654
ne saam go jyut nei jau mou gin keoi dei ceot loi,common_voice_yue_31804655
gam m hai jing goi dim giu,common_voice_yue_31804656
tai dou gei hou ge,common_voice_yue_31804657
se wui faat zin ge git gwo,common_voice_yue_31804660
m goi saai daai gaa,common_voice_yue_31804661
ngo hai wai zo ceoi zi sin zi gam gong,common_voice_yue_31804662
tin hei dung ngo san tai di ngoi lou ge pei fu zou ji sau pei,common_voice_yue_31804663
naa ngo dou tai m ming nei gong mat je,common_voice_yue_31804664
zi hai nei dei baan jan m zou je,common_voice_yue_31804665
nei seng jat heoi sam zan,common_voice_yue_31804666
zou ngo go neoi jiu gau gin koeng,common_voice_yue_31804668
zau hai gam goi bin zo ngo,common_voice_yue_31804669
dung duk siu bei zou,common_voice_yue_31804670
hou zing ga laa wo ne loeng jat m hou laa gwaa,common_voice_yue_31804671
zi cin tai zo hoeng gong jat di lou jan fong man,common_voice_yue_31804672
ging jin hai gau wai sou,common_voice_yue_31804673
zan hai sik ze si waan wan ze dou saat jan,common_voice_yue_31804677
ji gaa fung gan gwaan nei gan bun heoi m dou gam jyun heoi dou gwaan hau nei zau bei jan zit ting laa,common_voice_yue_31804680
jyu gu jau jan tou leon jat di sam dou waa tai ngo dou ho ji gan ceoi,common_voice_yue_31804682
hai aa zing hai jau ci fu mou ping jam jung keoi baa gwai me,common_voice_yue_31804684
gwaan jyut naam jyu me si,common_voice_yue_31804685
jau dak ngo syu laa ngo tau hong,common_voice_yue_31804686
hai waa min soeng waa jat go kwaang kwaang bei ngo,common_voice_yue_31804688
ngo ji wai hai gaau lau wui,common_voice_yue_31804694
ngo m cing co,common_voice_yue_31804695
dang maai keoi sik faan,common_voice_yue_31804696
daai gaa ge zi ci ling ngo ho ji gin ci,common_voice_yue_31804697
heoi dung au leoi hang sin zi dou jan dei sang wut seoi zeon hou gwo ngo dei do do seng,common_voice_yue_31804698
m hou lyun biu bei gaau hou,common_voice_yue_31836196
m hou ji si ngo san zai lai ge,common_voice_yue_31836197
wai gai si laa,common_voice_yue_31836199
nei ting zyu nei go sai gaai hai mou gwai ga,common_voice_yue_31836200
m hou gik zau nei go jau gik zau go go,common_voice_yue_31836282
ngo m sik jing jyu,common_voice_yue_31836283
nei dei tau zoeng hou can,common_voice_yue_31836284
taam wai sik sik lin zeng hok laan,common_voice_yue_31836285
zyun jat bun keoi zi hau zi dung on zong zo mei jyun jat jyu syu jap faat,common_voice_yue_31836431
jung co je zau m hou gong ceot loi laa,common_voice_yue_31836432
zi daai ge jau co ng jau mou faat sau goi,common_voice_yue_31836435
hai po jam zi daan hai jiu jung dak ngaam,common_voice_yue_31836436
ne loeng zung jyu faat hai soeng faan ge,common_voice_yue_31836439
ding gam ke ne ge,common_voice_yue_31836440
so ji keoi dei mai m ceot lai lo,common_voice_yue_31836443
laai mui mui zai lai keng gai,common_voice_yue_31836457
hoi lo aai kap sau dou aa maa,common_voice_yue_31836458
ji cin sai go zau ho ji,common_voice_yue_31836459
ngo dou waa zo ge laa,common_voice_yue_31836460
m hai ngo hai duk zai,common_voice_yue_31836478
ho ji hai ngo go kwan gong aa si aa,common_voice_yue_31836479
jyun loi nei gam zung ji jung bing,common_voice_yue_31836481
zung gwok jan ge baai leoi,common_voice_yue_31836482
zi hau zung jiu waa jan man maang,common_voice_yue_31836488
hai mai zi gei pin cing ge,common_voice_yue_31836489
nei ji wai zi gei hai bin go aa,common_voice_yue_31836490
ngo zou me jiu mun nei aa,common_voice_yue_31836491
ngo dei jau siu siu m syu fuk ze maa,common_voice_yue_31836492
nei ji gaa gwaai ngo go neoi aa,common_voice_yue_31836503
hou ge m goi saai nei maan maan haang,common_voice_yue_31836504
m seoi jiu deoi kei soeng sam,common_voice_yue_31836505
nei m hai ceoi hau ngap nei gan bun zau laan hau,common_voice_yue_31836507
nei dei tai haa keoi hai bin go,common_voice_yue_31836508
ngo hoi ci hok nei di ngok hei kei sat m hai jan wai ngo hou jau hing ceoi,common_voice_yue_31836528
ceoi zo ji cin jung gwo nok gei aa din waa daa bat waak zi ngoi ngo jat zik hai jung ping jam daa zi,common_voice_yue_31836530
gwat jyun gwai gwat gwat gai gwat,common_voice_yue_31836531
go go jan hai hon gaan,common_voice_yue_31836544
m zi daai gaa jung di me ne,common_voice_yue_31836545
sei cin gei jan lau laam gwo,common_voice_yue_31836546
hai mat je ji si aa,common_voice_yue_31836547
m gwaai zi dak laa,common_voice_yue_31853263
dou m gwaan keoi si zou mat jiu bong keoi,common_voice_yue_31853264
ngo dei tung gan jap min ge jan gaau lau,common_voice_yue_31853266
lai si soeng goek tai haa,common_voice_yue_31853269
jiu heoi hoi din nou,common_voice_yue_31853281
ni go hai gu piu baan faai,common_voice_yue_31853282
ngo dou soeng ceot zi din aa,common_voice_yue_31853283
gam noi sin fuk m hou ji si,common_voice_yue_31853284
teng keoi baa seng hou ci gwong zau jan,common_voice_yue_31853291
dat jin nam hei seng jat dou jau jan sat zung,common_voice_yue_31853293
ngo ngaang geng daan ngo mou faat nau mou nau dou,common_voice_yue_31853294
fai waa hang ding m zi ci laa,common_voice_yue_31853307
ngo tai dak m hai hou ming,common_voice_yue_31853308
sau seng,common_voice_yue_31853309
zi jiu ngo dei hou faan di di ngo ge sai lou hoi hoi sam sam gau saai,common_voice_yue_31853320
dou si hau wui tung daai gaa kau tung,common_voice_yue_31853322
ngo gung zi dai maai m hei ce maai m hei lau aa,common_voice_yue_31853324
dou m hai go zek zi,common_voice_yue_31853325
zyu ci bat fan,common_voice_yue_31853326
zi din m haan dou mou gei do laa,common_voice_yue_31853327
syun jau siu siu sik jyut jyu,common_voice_yue_31853328
nei ge tyun deoi jik dou ho ji zeon jap,common_voice_yue_31853329
ne loeng gin si bun san zau mou naa le,common_voice_yue_31853346
keoi dei hang ding m soeng ngo dei lyun ngap gan zyu bei deoi sau gung si zi dou ge,common_voice_yue_31853349
daan ngo dou soeng si haa jau si gaan ngo soeng lin haa laam kau,common_voice_yue_31853380
gong hoi keoi zung hai jau cim lik ge,common_voice_yue_31853381
daai gaa dou ho ji bei ji gin,common_voice_yue_31853382
si baa naa,common_voice_yue_31853383
ding hai waa ho nang syu jap faat m jat joeng nei jung ge syu jap faat zau hai m dak,common_voice_yue_31853384
hou laa gok jan zi gei nam gong jyun,common_voice_yue_31853390
kau gaai aa gok wai pang jau,common_voice_yue_31853391
gei si gwo loi cing ngo sik faan,common_voice_yue_31853392
dou giu nei lo man hin zing geoi ceot lai lok,common_voice_yue_31853393
king haa ji sik zyu hang gam mai hai lo,common_voice_yue_31853405
daan tung ngo zau jiu bou ci keoi lei,common_voice_yue_31853406
keoi m hai gong siu ga,common_voice_yue_31853407
zung gu jyut jyu hai jau zuk jam ge,common_voice_yue_31853408
teng man tai jim wui hou hou do,common_voice_yue_31853409
ngo dou jau go hoeng gong ge din jau gwong gou gei fu mui jat dou paai je bei ngo,common_voice_yue_31853431
keoi fan dou hou di,common_voice_yue_31853432
nei go ho ji jau,common_voice_yue_31853433
mat je caan ban bun gaa gam seon aa ngo dou maai faan gin sin,common_voice_yue_31853434
keoi fan dai luk sing tung dai jat sing,common_voice_yue_31199527
zong saai loeng go sin dak,common_voice_yue_31199529
ngo taai gou diu jau mou faan dou nei ge gou gwai gaau tiu,common_voice_yue_31199530
jau di jan loi dou zi hau zau wui jyun cyun goi jung zing tai zi,common_voice_yue_31199531
gong jat ci zau dak,common_voice_yue_31199533
zau hai soeng bin faat ge gwong gou,common_voice_yue_31199588
bin hong dou jau keoi ge je sam ge,common_voice_yue_31199589
dai ji go zau mou jan deoi gwo,common_voice_yue_31199590
waa si waa ngo m gei dak goi faan hok haau,common_voice_yue_31199591
mong lok cam sik jyut jyu dak taai lai hoi,common_voice_yue_31199592
jat go lin zi gei man zi dou m sik se ge jan,common_voice_yue_31199613
nei go cing sik m hai zi daai ge me,common_voice_yue_31199616
ngo m zi ngo zi zi dou nei go sai gaai m gong dou lei,common_voice_yue_31199620
sau sin zeoi zung jiu ge hai wan pin cap,common_voice_yue_31199621
daai gaa zik si zing gin bat hap dou m doi biu m ho ji hap zok,common_voice_yue_31199622
kei sat jing goi dim se,common_voice_yue_31199668
gong gan ngo tai gwo ge kek,common_voice_yue_31199669
ngo m sik jat man ga,common_voice_yue_31199671
jat di dou m sung jau,common_voice_yue_31199676
ho nang jan wai ngo m hai neoi haai zi,common_voice_yue_31199677
sai gaai wai sang zou zik gai zuk zung si cing fong,common_voice_yue_31199787
nei gong cing mun zyu gong aa ngo dou hou zung ji tai ga,common_voice_yue_31199788
gam mai jyu zo bei jan faan caap lo mou gai ga,common_voice_yue_31199789
gaau sam go bin mat lau zau do hing sing nei bin mou mat mat lau cong,common_voice_yue_31199790
gam keoi haang syu ge se faat hang ding jau bin faa,common_voice_yue_31199791
nei go gung zung hou paak maai gwong gou,common_voice_yue_31199822
m bui faan zing ngo sik ngap,common_voice_yue_31199826
keoi dei zou ge diu caa hai ngo dei ge hat sam sing jyun bong sau,common_voice_yue_31199834
m tung gu jan m hai zik zip se hon zi me,common_voice_yue_31199835
dou hai sau se syun sou,common_voice_yue_31199836
gong ou toi seng jat jung,common_voice_yue_31199848
ni go hai ci fu man tai ngo ji gaa zing hai zou gan nei go hong muk,common_voice_yue_31199849
dang ngo jau si haa sin,common_voice_yue_31199850
on zong baau dou m syun hou daai,common_voice_yue_31199851
tai go fong hoeng jiu gei zeon lo,common_voice_yue_31199852
dim gaai zung jiu zung ji keoi,common_voice_yue_31199888
nei m hou waa bei ngo zi nei m zi aa,common_voice_yue_31199890
m zi wai mat zong zo zi tai dou gaai kyut m dou,common_voice_yue_31199895
mou gaan leon wui ok sing ceon waan,common_voice_yue_31199896
hou do jan dou hai lam dou haau si sin zi sing hei jiu fuk zaap,common_voice_yue_31199923
ngo zoi sau goi haa,common_voice_yue_31199924
m zung ji ge jan jik dou m seoi jiu koeng kau,common_voice_yue_31199929
ngo dei jiu gin ci ngo dei jiu wai ci gwong dung waa ge saang cyun hung gaan,common_voice_yue_31199931
lou dau hai bui cing,common_voice_yue_31199946
ging jin m jiu fan hung,common_voice_yue_31199947
keoi tung bok mat gun hai me gwaan hai,common_voice_yue_31199949
dak si laai gan bun m hai ce,common_voice_yue_31199953
jiu kaau ngo dei jung wu kwan zuk gau sin zi jau si coeng,common_voice_yue_31199955
zou lok jau mat je man tai ho ji zi seon ngo aa,common_voice_yue_31199965
lai baai jat zi sik jung jyu zung gaau jan si,common_voice_yue_31199969
gang hai mai gong ceot lai laa,common_voice_yue_31199976
ngo so jau sak caat jam dou zi jau jat tou,common_voice_yue_31199978
nei nam zyu jyun cyun m bei sam lei zeon bei keoi,common_voice_yue_31199979
ngo dei jik m hou caa zek goek lok keoi dei dou zau dang keoi dei cou baau keoi ngo dei zung laap zau syun sou,common_voice_yue_31200005
dou hai taam san sin faat zo gei haa,common_voice_yue_31200006
gau lung faat sang zo mat je si aa,common_voice_yue_31200007
nei so jat daam ngo so jat daam,common_voice_yue_31200008
m hai keng gai me,common_voice_yue_31200009
do sou hai kaau man gaan cyun bo,common_voice_yue_31200033
hai m tung hai tung dim joeng haa zoi lai jung,common_voice_yue_31200035
ngo dou hai faat biu zi gei ge gun dim,common_voice_yue_31200036
gam zau ji mei zyu gam maan tai m dou din si,common_voice_yue_31200037
zik si hai faat gun wong wong dou mou nang wai lik,common_voice_yue_31200038
jan gung baat baak hai mat je ji si,common_voice_yue_32191802
ho nang ngo m hai hou sik biu daat m hou gaai ji,common_voice_yue_32191809
tai ding go daai koi sin,common_voice_yue_32191814
di ngaan sik gaan zo mei aa,common_voice_yue_32191816
go di seng jat coeng seoi san wui ge jan gang gaa dat hin zo go zung siu gong mun bun dei zyu ji ge bou faat wu sam taai,common_voice_yue_32191819
ngo gam se baau daan nei gam ci m wui zok au waak ze wan dai,common_voice_yue_32191822
ngo jau nei go man faa ge waa ngo sai gwai heoi zuk jyu me,common_voice_yue_32191823
keoi ho ji cing lei ci zyu go wok ge tong fan tung maai zang sik zang mei,common_voice_yue_32191824
gaa di au dong gwai ho ji tai sing juk mei,common_voice_yue_32191825
duk ngaan duk bei,common_voice_yue_32191827
nei hang m hang bei cyun kei zou,common_voice_yue_32191831
hai gwong zau gwong fuk jyut jyu,common_voice_yue_32191832
nei dou bong m dou ngo,common_voice_yue_32191834
nei dei ng saan hai ngo dei ngaam ngaam diu sau faan lai daan mou lei jau mou seoi go waa,common_voice_yue_32191875
leoi teoi dou wui co ng,common_voice_yue_32191876
hai ou mun sik pou man zi bat gwo hai fong bin zou zing fu gung ze,common_voice_yue_32191902
jan wai gu doi ge san wui jyun zyu man hai jiu jan zoi gaa soeng sung ciu mut nin go di zau naan lok lai ge jan,common_voice_yue_32191903
ciu ji baak jiu gaa hou jau sin dak,common_voice_yue_32191905
bat jyu faan gwai laa,common_voice_yue_32191918
nei deoi siu dyun teoi caai faai siu siu dak m dak,common_voice_yue_32191921
ngo co zung si dou hai,common_voice_yue_32191927
ngo jau saam gwok jin ji jyut jyu gong gu cyun zaap aat suk baau,common_voice_yue_32191928
sei jan lam lau go di,common_voice_yue_32191938
zi hai gung si ne faai gu gai zi gam jau haan,common_voice_yue_32191939
m daan zi go di soeng lau dei fong tim,common_voice_yue_32191952
soeng min hai jin si zo go co ng si faan,common_voice_yue_32191955
nei hai mai wai ngo sin,common_voice_yue_32191973
jau m tung ge hok seot bei coi zing jing baan,common_voice_yue_32191974
nei bin dou ga,common_voice_yue_32192000
ngo zi ngo tung keoi tung meng,common_voice_yue_32192003
tung ngo dei jat cai sik zou caan laa ngo zyu zo di zuk,common_voice_yue_32200055
jing goi hou do dei fong dou gong,common_voice_yue_32200065
mau mau sing zik zai san cin saam ming,common_voice_yue_32200068
mong lok hou ci jyu lou nei man haa,common_voice_yue_32200069
keoi dou ng wui zo nei jat zan jau wui caat ping,common_voice_yue_32200080
nei soeng tai dou ge zau hai ngo jing syu hai mai,common_voice_yue_32200081
keoi zau zyu hai deoi min go gaan mat je gam jung zung sam fuk mou gung jyu,common_voice_yue_32200083
bing mou jam ho zaang leon ge ji si,common_voice_yue_32200084
gam nei mai zik zip fuk zai gwo lai,common_voice_yue_32200109
go go hai gou zung hou,common_voice_yue_32200135
keoi dou jau gong nei ge hou ga nei m soeng zi keoi dim zaan nei me,common_voice_yue_32200165
ho bit paa jan zi dou,common_voice_yue_32208840
jiu fuk hing sei jap man faa hai seoi jiu gam do wai hoeng can ge zi ci tung nou lik,common_voice_yue_32208841
nei aa gan wai hou ngo dei zik dou,common_voice_yue_32208843
keoi zung zi cing zing zung zung waa man faa,common_voice_yue_32208845
jyu gu nei zyut zung ngo zung diu zyun tau daa gau nei,common_voice_yue_32208848
jing goi dou hai cong kit,common_voice_yue_32208850
gung syut gung jau lei po syut po jau lei,common_voice_yue_32208852
soeng go sai gaai bin sing keoi sam jap bin ge joeng,common_voice_yue_32208856
nei ho ji zik zip bou soeng,common_voice_yue_32222482
gaan daan lai gong keoi zan hai hou han ging gwai,common_voice_yue_32222483
m sai baak fai sam gei,common_voice_yue_32222487
keoi aa maa tung keoi zau faan gwo lai,common_voice_yue_32222517
bun cou zok hai tung jau mei gwok ge daai hok jin faat ding kei gang san,common_voice_yue_32222541
nei go se wui zau hai cing fat gan ngo dei nei di mou hou hou duk syu ge jan,common_voice_yue_32222564
ngo hou noi mou jung gwo hung gaak ji ging m hai gei zaap gwaan so ji dou mou mat faat jin kyun,common_voice_yue_32222567
bat jyu zi gei nam baan faat,common_voice_yue_32222568
nei gam zou ge,common_voice_yue_32222593
mou ngan jung jau jiu laan gaai,common_voice_yue_32222595
ngo jing wai jing goi gu ding sing mou jung zi,common_voice_yue_32222622
ji ce tung soeng ngo dou m faat gok ngo zek sau hai dou juk ji ging bin zo zaap gwaan,common_voice_yue_32222624
keoi m tai syu mat zai,common_voice_yue_32222626
bat ho soeng zoeng aa,common_voice_yue_32222648
hou gam dung jau dai saam doi cong kit,common_voice_yue_32222651
sik jyun faan faat soeng lai,common_voice_yue_32222672
nei zi m zi ngo siu hok go zan hou zung ji tek bo,common_voice_yue_32222674
san wui tung gong mun ge maau teon sat cing hai zai dou ging zai dei wai tung man faa jing tung ge maau teon m hai jat geoi syut waa ho ji gong dak saai,common_voice_yue_32222675
mou je ngo dou ngaan fan dou m gei dak zo,common_voice_yue_32223576
bin go dou biu zeon,common_voice_yue_32223578
hou ci kok sat jau di dei fong m jung nei go biu daat,common_voice_yue_32223605
ngo dei gan bun dou m wui tai hei nei,common_voice_yue_32223615
faa leng ging zau hai zi go di sap ling seoi m duk syu ge se wui siu nin,common_voice_yue_32223617
keoi jap dou tung ngo tung jat gaan daai hok,common_voice_yue_32223699
zau paa nei ng wui ngo ci siu gan nei,common_voice_yue_32223700
nei ngaak jan m hou gong daai waa,common_voice_yue_32223703
dim gaai gan paai do zo gam do haam sap geoi zi ge,common_voice_yue_32223778
gong go man tai ceot loi ngo heoi tai man keoi,common_voice_yue_32223779
seon bin gong geoi do ze zang lai,common_voice_yue_32223801
lek dou mou dak lau hai pou tung baan soeng tong,common_voice_yue_32223805
dou ho ji gam joeng daa,common_voice_yue_32223807
soeng ding lok,common_voice_yue_32223942
gam haa min go lap hou ci dei kau ge zai zau dak laa,common_voice_yue_32223943
jiu zou do di sat si,common_voice_yue_32223945
ho ji gan geoi gang san jat zi gaai siu ge dak zing haa zoi zi gei zung ji ge baan bun maa,common_voice_yue_32223946
go go dou ji lo sai fong gwok gaa ge luk kaa wu ziu wai wing,common_voice_yue_32223974
jau hou ci m hai,common_voice_yue_32224109
zau hai zi cin wan dou ge go di ngo zau hai soeng man haa zung ho ji m ho ji sau dou,common_voice_yue_32224184
zoi bou cung jat haa,common_voice_yue_32224297
soeng se zi se leng di ge waa zau jiu gei haa di bat seon lo,common_voice_yue_32224299
jau jan jau tung joeng gin gaai,common_voice_yue_32237902
jing man zi mou mat seoi m sik,common_voice_yue_32237903
gam zau ceot daai man tai laa,common_voice_yue_32237904
m zi nei ho m ho ji bei keoi tung ngo jat cai zyu,common_voice_yue_32237905
ngo hai go bin baai zo fuk tou,common_voice_yue_32237906
jat hai gam laa,common_voice_yue_32237909
ne jat tou hai tung hai gam joeng gei ge,common_voice_yue_32237923
nei zan hai so hai zo mei hou faan me,common_voice_yue_32237930
ngo hai ji sai jung ze ge san fan heoi gong,common_voice_yue_32237932
keoi dei jat cai heoi maai zek gau hou dak ji go zek,common_voice_yue_32237933
soeng sik syu pin mei ge faa sang,common_voice_yue_32237943
jat hau jau gang do jau gwaan jam mou ge coeng sai noi jung wui hai go dou gong maai ceot lai,common_voice_yue_32237945
ngo uk kei zek maau hou lek hok sik hoi ngo gaan fong dou mun,common_voice_yue_32237947
mei jyun ge go go zou zi cing sik aa,common_voice_yue_32237955
maa faan bong sau teoi gwong jat haa nei go tau piu,common_voice_yue_32237956
bat zing soeng ge gaau juk dou hai bat zing soeng ge jan gaau ceot loi ge,common_voice_yue_32237964
sik zung laa hung zai faan wai zi noi,common_voice_yue_32237965
mou dyun dyun zung coeng,common_voice_yue_32237966
m goi saai sin,common_voice_yue_32237972
gin ji jung faan nei go,common_voice_yue_32237979
gaak zyu go mong m sai gaau jin gei noi sing wui hou di,common_voice_yue_32237982
gaan uk jiu bou ci gon zeng,common_voice_yue_32237983
jing goi mou mat jan ge laa,common_voice_yue_32237989
joeng seoi dou jat go dim m soeng kei taa jan tung pang jau zi dou,common_voice_yue_32238814
jyun cyun mou jan sing,common_voice_yue_32238815
din nou syu jap man zi mei loi ge zau hoeng hai jyu jam syu jap,common_voice_yue_32238840
gam sang mat sin jau do joeng sing maa,common_voice_yue_32238841
dong si doi goi bin saang ji ge ging jing fong sik dou jiu gan zyu zeon bou,common_voice_yue_32238843
hai gin ding hai lau,common_voice_yue_32238854
ngo tai m ming jat man,common_voice_yue_32238856
ngo nam ji hau dou m wui zoi jung kei taa,common_voice_yue_32238875
nei tai ge fo jing jan ze hou m hou tai aa,common_voice_yue_32238891
dim gaai gam do zung gwok jan zung ji heoi au mei gwok gaa,common_voice_yue_32238893
ngo hai wui fuk gan nei tiu seon sik,common_voice_yue_32238906
mou bit jiu gai zuk nei go waa tai gong dak do hau cau,common_voice_yue_32238907
nei ji gaa teoi m teoi hok aa,common_voice_yue_32238919
lau sing gei sai lik seoi gwong daan jing goi mei hai gam gwong,common_voice_yue_32238926
bei gaau siu jyu dou ceot lai zo dong ge jan,common_voice_yue_32238927
zaam si jung zyu sin lo,common_voice_yue_32238928
daan ngo nam wui hai zeoi hau sin heoi ge dei fong,common_voice_yue_32238929
wan go si gaan se faan gwai,common_voice_yue_32238941
mui go jan zeoi kau ge je m jat joeng ban wai m jat joeng,common_voice_yue_32238956
cing dau zing nei zung co ng ge jing sik,common_voice_yue_32238957
nei hou faan siu ze,common_voice_yue_32238958
ngo dou mei gong jyun,common_voice_yue_32238959
nei dou si zik zip si ne saam bou gei,common_voice_yue_32248997
jan wai hai ngo tung keoi king ge,common_voice_yue_32249003
wai gei baak fo dou hai baai soeng min ge,common_voice_yue_32249051
nei ho ji zing soeng keng gai nap seng m ceot ze zaau jam ho jan sam zi lei hoi dou zung dak,common_voice_yue_32249054
ji ging cyu lei hou saai,common_voice_yue_32249055
jan wai hai geoi sau,common_voice_yue_32249056
cang ging ge gong mun hai san wui ge jat go zan gam jat ging jin faan haak wai zyu gun faan san wui,common_voice_yue_32249059
lo hei san cung m cung,common_voice_yue_32249074
ngo gam ziu sin zou zo dai ji leon hat syun,common_voice_yue_32249076
hoi kai gam jin laa fai si kwan zyu zuk go gong,common_voice_yue_32249082
ngo hai zung gwok hou naan sang cyun dou lok heoi,common_voice_yue_32249085
daa go zi dou waa gui,common_voice_yue_32249481
tai nei gaan bin tiu lou laa,common_voice_yue_32249484
gwong dung zan hai mou mat jan sai jung,common_voice_yue_32249485
ngo ge sau gei zi dung zoeng jyun tai zong lok sau gei dou,common_voice_yue_32249492
haan gai lei ze jau keoi mou so wai,common_voice_yue_32249495
nei dei zung sam siu hok di lou si ting jat m hou gaau syu cyun bou ceot gaai gan ngo zuk jyu,common_voice_yue_32249496
gok haa gam zou ge,common_voice_yue_32249497
kaai suk gong gu gong dak hou zeng,common_voice_yue_32249498
ceoi di daa dit lai si saai hei,common_voice_yue_32249503
jyun loi jau dak gaan man zi daai sai ga,common_voice_yue_32249504
so ji nei wai zo ngo dou din,common_voice_yue_32249506
so ji ling dou sei jap waa ge sing diu tung ci wui gam duk dak,common_voice_yue_32249510
cyun bou dou bo dou nei go mong zaam di zi jyun zan hai ging,common_voice_yue_32249511
ngo zik gwo gaan cek ga,common_voice_yue_32249514
keoi hang ding m wui bei jan jap keoi mun hau,common_voice_yue_32259694
miu siu ge mei lei gin hap zung zi bun zyu ji zau gau dai gwok mou dak sik se wui,common_voice_yue_32259695
keoi zou si tong tong zing zing gwong ming zing daai ci lei siu lung gam joeng,common_voice_yue_32259698
go go bok haak ji ging ting zo mou zoi gang san,common_voice_yue_32260267
tai lai nei zan hai sam lik gaau seoi,common_voice_yue_32260268
ni gaan mei gwok kei jip ngo ging jin gok dak keoi hou jau can cit gam,common_voice_yue_32260280
hau saang bin go dou ngong geoi gwo syun hai bat wong,common_voice_yue_32260281
ngo gaai siu zo di pang jau gwo lai zou,common_voice_yue_32260282
m ho ji jat koi ji leon,common_voice_yue_32260284
sing wai zo gaau tung syu nau,common_voice_yue_32260289
zi wai sau gei zeoi on cyun zau hai haak mui,common_voice_yue_32260300
dat jin faat jin jung faan tai zi syu ceot hou zing zeon,common_voice_yue_32260301
mat je wui daap,common_voice_yue_32260304
gaa ging maa maa dei,common_voice_yue_32260308
ji gaa ci zung mei gung hoi dak jung zyu,common_voice_yue_32260311
ji si hai cyun zung,common_voice_yue_32260315
zan zing ji ji soeng lou gwong zau jam gai sing ze dou dai hai bin dou aa,common_voice_yue_32260317
ngo dou se hou laa,common_voice_yue_32260320
mat nei gam lek gaa gam dou m zi,common_voice_yue_32260321
toi saan waa jau siu sai gaai jyu ge mei jyu,common_voice_yue_32260322
tai dou laa ngo jat man zau zi dou,common_voice_yue_32260326
ngo dak dang wai lo gou di fan zou dou hai co zo jat tai,common_voice_yue_32260328
zung soeng waan hai mai,common_voice_yue_32260329
jyu gu zan hai jau sam saat jan dim wui daai baa m lei ge dou,common_voice_yue_32260339
jik m zip sau kei taa jan ge hou ji,common_voice_yue_32260587
bing m hai dak ce maa paau,common_voice_yue_32260611
mat je lai gaa,common_voice_yue_32260612
jyu gwo hai gam go man tai zau m hai hai daai gaa san soeng,common_voice_yue_32260621
nei zi m zi jau mat mong zaam caa jyut jyu faan jik gwok jyu hou di ge,common_voice_yue_32260622
loeng wai ji hau ho ji hap zok,common_voice_yue_32260624
